,avgCost,avgCost,getClassPriors,getClassPriors,confusionMatrix,confusionMatrix,correct,correct,errorRate,errorRate,incorrect,incorrect,kappa,kappa,KBInformation,KBInformation,KBMeanInformation,KBMeanInformation,KBRelativeInformation,KBRelativeInformation,meanAbsoluteError,meanAbsoluteError,meanPriorAbsoluteError,meanPriorAbsoluteError,numInstances,numInstances,pctCorrect,pctCorrect,pctIncorrect,pctIncorrect,pctUnclassified,pctUnclassified,relativeAbsoluteError,relativeAbsoluteError,rootMeanPriorSquaredError,rootMeanPriorSquaredError,rootMeanSquaredError,rootMeanSquaredError,rootRelativeSquaredError,rootRelativeSquaredError,SFEntropyGain,SFEntropyGain,SFMeanEntropyGain,SFMeanEntropyGain,SFMeanPriorEntropy,SFMeanPriorEntropy,SFMeanSchemeEntropy,SFMeanSchemeEntropy,SFPriorEntropy,SFPriorEntropy,sizeOfPredictedRegions,sizeOfPredictedRegions,totalCost,totalCost,unclassified,unclassified,weightedAreaUnderPRC,weightedAreaUnderPRC,weightedAreaUnderROC,weightedAreaUnderROC,weightedFMeasure,weightedFMeasure,weightedFalseNegativeRate,weightedFalseNegativeRate,weightedFalsePositiveRate,weightedFalsePositiveRate,weightedMatthewsCorrelation,weightedMatthewsCorrelation,weightedPrecision,weightedPrecision,weightedRecall,weightedRecall,weightedTrueNegativeRate,weightedTrueNegativeRate,weightedTruePositiveRate,weightedTruePositiveRate,unweightedMacroFmeasure,unweightedMacroFmeasure,unweightedMicroFmeasure,unweightedMicroFmeasure,unweightedAreaUnderRoc,unweightedAreaUnderRoc
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
someClassifier-Individual-sample-01,0.0,,"np.array([763.0,611.0], dtype=np.float64)",,"np.array([[753.0,9.0],[8.0,602.0]], dtype=np.float64)",,1355.0,,0.01239067055393586,,17.0,,0.9749148196585904,,1195.6707441953622,,0.8714801342531795,,87.9280987912209,,0.06889732308920662,,0.49387203415364794,,1372.0,,98.76093294460641,,1.239067055393586,,0.0,,13.950440260760354,,0.4969220835611918,,0.14505062238875685,,29.18981208266126,,1190.2332331610016,,0.8675169337908175,,0.9911281447384048,,0.12361121094758734,,1359.8278145810914,,62.31778425655977,,0.0,,0.0,,0.9985215569161445,,0.998513403037735,,0.9876103355809093,,0.01239067055393586,,0.01253510716647204,,0.9749158810461626,,0.987612403401841,,0.9876093294460642,,0.9874648928335281,,0.9876093294460642,,0.987457403084455,,0.9876093294460642,,0.9985134030377351
someClassifier-PART-sample-01,0.0,,"np.array([763.0,611.0], dtype=np.float64)",,"np.array([[755.0,7.0],[10.0,600.0]], dtype=np.float64)",,1355.0,,0.01239067055393586,,17.0,,0.9748984054826602,,1321.4935085612403,,0.9631876884557146,,97.18094411595337,,0.01436450342153605,,0.49387203415364794,,1372.0,,98.76093294460641,,1.239067055393586,,0.0,,2.9085476455763692,,0.4969220835611918,,0.11091465437999172,,22.320331104047927,,-13695.204767038005,,-9.981927672768226,,0.9911281447384048,,10.97305581750663,,1359.8278145810914,,50.21865889212828,,0.0,,0.0,,0.9831230962110841,,0.9880706510046899,,0.9876062290430699,,0.01239067055393586,,0.013189123775051707,,0.9749079704401058,,0.9876126962905662,,0.9876093294460642,,0.9868108762249483,,0.9876093294460642,,0.9874491419580393,,0.9876093294460642,,0.9880706510046899
someClassifier-SimpleCart-sample-01,0.0,,"np.array([763.0,611.0], dtype=np.float64)",,"np.array([[744.0,18.0],[10.0,600.0]], dtype=np.float64)",,1344.0,,0.02040816326530612,,28.0,,0.958730458846481,,1290.8871324286795,,0.9408798341316906,,94.9301903216585,,0.026431224929730098,,0.49387203415364794,,1372.0,,97.95918367346938,,2.0408163265306123,,0.0,,5.351836731356024,,0.4969220835611918,,0.13834075722278596,,27.839526919666564,,-10551.294794782829,,-7.690448101153665,,0.9911281447384048,,8.681576245892069,,1359.8278145810914,,52.55102040816327,,0.0,,0.0,,0.981658126809756,,0.9864097930381654,,0.9796044654400569,,0.02040816326530612,,0.019607326601739184,,0.9587971141961021,,0.9796843359424067,,0.9795918367346939,,0.9803926733982609,,0.9795918367346939,,0.9793645200381598,,0.9795918367346939,,0.9864097930381653
someClassifier-SimpleCart,0.0,0.0,,,,,1344.0,0.0,0.02040816326530612,0.0,28.0,0.0,0.958730458846481,0.0,1290.8871324286795,0.0,0.9408798341316906,0.0,94.9301903216585,0.0,0.026431224929730098,0.0,0.49387203415364794,0.0,1372.0,0.0,97.95918367346938,0.0,2.0408163265306123,0.0,0.0,0.0,5.351836731356024,0.0,0.4969220835611918,0.0,0.13834075722278596,0.0,27.839526919666564,0.0,-10551.294794782829,0.0,-7.690448101153665,0.0,0.9911281447384048,0.0,8.681576245892069,0.0,1359.8278145810914,0.0,52.55102040816327,0.0,0.0,0.0,0.0,0.0,0.981658126809756,0.0,0.9864097930381654,0.0,0.9796044654400569,0.0,0.02040816326530612,0.0,0.019607326601739184,0.0,0.9587971141961021,0.0,0.9796843359424067,0.0,0.9795918367346939,0.0,0.9803926733982609,0.0,0.9795918367346939,0.0,0.9793645200381598,0.0,0.9795918367346939,0.0,0.9864097930381653,0.0
someClassifier-Individual,0.0,0.0,,,,,1355.0,0.0,0.01239067055393586,0.0,17.0,0.0,0.9749148196585904,0.0,1195.6707441953622,0.0,0.8714801342531795,0.0,87.9280987912209,0.0,0.06889732308920662,0.0,0.49387203415364794,0.0,1372.0,0.0,98.76093294460641,0.0,1.239067055393586,0.0,0.0,0.0,13.950440260760354,0.0,0.4969220835611918,0.0,0.14505062238875685,0.0,29.18981208266126,0.0,1190.2332331610016,0.0,0.8675169337908175,0.0,0.9911281447384048,0.0,0.12361121094758734,0.0,1359.8278145810914,0.0,62.31778425655977,0.0,0.0,0.0,0.0,0.0,0.9985215569161445,0.0,0.998513403037735,0.0,0.9876103355809093,0.0,0.01239067055393586,0.0,0.01253510716647204,0.0,0.9749158810461626,0.0,0.987612403401841,0.0,0.9876093294460642,0.0,0.9874648928335281,0.0,0.9876093294460642,0.0,0.987457403084455,0.0,0.9876093294460642,0.0,0.9985134030377351,0.0
someClassifier-PART,0.0,0.0,,,,,1355.0,0.0,0.01239067055393586,0.0,17.0,0.0,0.9748984054826602,0.0,1321.4935085612403,0.0,0.9631876884557146,0.0,97.18094411595337,0.0,0.01436450342153605,0.0,0.49387203415364794,0.0,1372.0,0.0,98.76093294460641,0.0,1.239067055393586,0.0,0.0,0.0,2.9085476455763692,0.0,0.4969220835611918,0.0,0.11091465437999172,0.0,22.320331104047927,0.0,-13695.204767038005,0.0,-9.981927672768226,0.0,0.9911281447384048,0.0,10.97305581750663,0.0,1359.8278145810914,0.0,50.21865889212828,0.0,0.0,0.0,0.0,0.0,0.9831230962110841,0.0,0.9880706510046899,0.0,0.9876062290430699,0.0,0.01239067055393586,0.0,0.013189123775051707,0.0,0.9749079704401058,0.0,0.9876126962905662,0.0,0.9876093294460642,0.0,0.9868108762249483,0.0,0.9876093294460642,0.0,0.9874491419580393,0.0,0.9876093294460642,0.0,0.9880706510046899,0.0
