gen,nevals,min,median,max,currentGenBestValFitness,lap time (seconds),discarded individuals (including burn-in),GM connections,GM mean heuristic,sampling order
0,5000,0.00000000,0.00000000,0.00000000,0.93376575,0704,0100,0035,0.00000000,"DecisionTable,J48,DecisionTable_search,JRip,DecisionTable_evaluationMeasure,JRip_minNo,J48_collapseTree,Aggregator,DecisionTable_crossVal,SimpleCart,J48_doNotMakeSplitPointActualValue,PART,JRip_checkErrorRate,J48_useMDLcorrection,J48_useLaplace,J48_binarySplits,PART_useMDLcorrection,SimpleCart_usePrune,JRip_usePruning,J48_minNumObj,PART_doNotMakeSplitPointActualValue,SimpleCart_minNumObj,PART_binarySplits,BestFirst_searchTermination,GreedyStepwise_conservativeForwardSelection,PART_minNumObj,J48_pruning,DecisionTable_useIBk,BestFirst_direction,GreedyStepwise_searchBackwards,J48_subtreeRaising,SimpleCart_numFoldsPruning,SimpleCart_heuristic,PART_pruning,JRip_folds,J48_confidenceFactorValue,PART_confidenceFactorValue,SimpleCart_useOneSE,PART_numFolds,JRip_optimizations,J48_numFolds"
