classifier,dataset_name,n_sample,n_fold,n_draw,unweighted_area_under_roc,elapsed time (seconds),characteristics,options
PART,hayes-roth,1,1,11,0.818346,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=6;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=6;","-J -M 6 -R -Q 1 -N 6"
PART,hayes-roth,1,1,12,0.878622,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=4;PART_pruning=reducedErrorPruning;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=4;","-J -M 4 -R -Q 1 -B -N 4"
PART,hayes-roth,1,1,13,0.744231,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=5;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=7;","-M 5 -R -Q 1 -N 7"
PART,hayes-roth,1,1,14,0.646347,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=9;PART_pruning=confidenceFactor;PART_binarySplits=false;PART_confidenceFactorValue=0.05;PART_numFolds=null;","-doNotMakeSplitPointActualValue -M 9 -C 0.05"
PART,hayes-roth,1,1,15,0.839143,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=5;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=8;","-M 5 -R -Q 1 -N 8"
PART,hayes-roth,1,1,16,0.940344,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=5;PART_pruning=unpruned;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=null;","-J -M 5 -U -B"
PART,hayes-roth,1,1,17,0.873107,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=4;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=3;","-J -doNotMakeSplitPointActualValue -M 4 -R -Q 1 -N 3"
PART,hayes-roth,1,1,18,0.932275,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=6;PART_pruning=unpruned;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=null;","-doNotMakeSplitPointActualValue -M 6 -U"
PART,hayes-roth,1,1,19,0.940344,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=4;PART_pruning=unpruned;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=null;","-J -M 4 -U -B"
PART,hayes-roth,1,1,20,0.847751,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=2;PART_pruning=unpruned;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=null;","-doNotMakeSplitPointActualValue -M 2 -U -B"
PART,hayes-roth,1,1,21,0.871988,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=7;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=8;","-J -M 7 -R -Q 1 -N 8"
PART,hayes-roth,1,1,22,0.639296,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=9;PART_pruning=confidenceFactor;PART_binarySplits=false;PART_confidenceFactorValue=0.25;PART_numFolds=null;","-M 9 -C 0.25"
PART,hayes-roth,1,1,23,0.880688,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=7;PART_pruning=confidenceFactor;PART_binarySplits=false;PART_confidenceFactorValue=0.05;PART_numFolds=null;","-J -doNotMakeSplitPointActualValue -M 7 -C 0.05"
PART,hayes-roth,1,1,24,0.934921,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=3;PART_pruning=unpruned;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=null;","-M 3 -U"
PART,hayes-roth,1,1,25,0.880688,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=4;PART_pruning=confidenceFactor;PART_binarySplits=true;PART_confidenceFactorValue=0.05;PART_numFolds=null;","-M 4 -C 0.05 -B"
PART,hayes-roth,1,2,1,0.882682,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=7;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=5;","-doNotMakeSplitPointActualValue -M 7 -R -Q 1 -N 5"
PART,hayes-roth,1,2,2,0.934921,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=3;PART_pruning=unpruned;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=null;","-M 3 -U -B"
PART,hayes-roth,1,2,3,0.879528,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=9;PART_pruning=unpruned;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=null;","-doNotMakeSplitPointActualValue -M 9 -U"
PART,hayes-roth,1,2,4,0.879528,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=8;PART_pruning=unpruned;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=null;","-J -doNotMakeSplitPointActualValue -M 8 -U"
PART,hayes-roth,1,2,5,0.882865,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=7;PART_pruning=unpruned;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=null;","-J -M 7 -U -B"
PART,hayes-roth,1,2,6,0.924074,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=5;PART_pruning=unpruned;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=null;","-M 5 -U"
PART,hayes-roth,1,2,7,0.896958,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=4;PART_pruning=confidenceFactor;PART_binarySplits=false;PART_confidenceFactorValue=0.05;PART_numFolds=null;","-J -doNotMakeSplitPointActualValue -M 4 -C 0.05"
PART,hayes-roth,1,2,8,0.813960,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=6;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=7;","-J -doNotMakeSplitPointActualValue -M 6 -R -Q 1 -N 7"
PART,hayes-roth,1,2,9,0.879528,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=8;PART_pruning=unpruned;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=null;","-doNotMakeSplitPointActualValue -M 8 -U"
PART,hayes-roth,1,2,10,0.453907,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=7;PART_pruning=reducedErrorPruning;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=2;","-J -M 7 -R -Q 1 -B -N 2"
PART,hayes-roth,1,2,11,0.801353,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=6;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=6;","-J -M 6 -R -Q 1 -N 6"
PART,hayes-roth,1,2,12,0.945767,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=4;PART_pruning=reducedErrorPruning;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=4;","-J -M 4 -R -Q 1 -B -N 4"
PART,hayes-roth,1,2,13,0.813960,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=5;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=7;","-M 5 -R -Q 1 -N 7"
PART,hayes-roth,1,2,14,0.779101,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=9;PART_pruning=confidenceFactor;PART_binarySplits=false;PART_confidenceFactorValue=0.05;PART_numFolds=null;","-doNotMakeSplitPointActualValue -M 9 -C 0.05"
PART,hayes-roth,1,2,15,0.848148,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=5;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=8;","-M 5 -R -Q 1 -N 8"
PART,hayes-roth,1,2,16,0.962037,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=5;PART_pruning=unpruned;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=null;","-J -M 5 -U -B"
PART,hayes-roth,1,2,17,0.813960,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=4;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=3;","-J -doNotMakeSplitPointActualValue -M 4 -R -Q 1 -N 3"
PART,hayes-roth,1,2,18,0.913228,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=6;PART_pruning=unpruned;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=null;","-doNotMakeSplitPointActualValue -M 6 -U"
PART,hayes-roth,1,2,19,0.918651,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=4;PART_pruning=unpruned;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=null;","-J -M 4 -U -B"
PART,hayes-roth,1,2,20,0.962037,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=2;PART_pruning=unpruned;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=null;","-doNotMakeSplitPointActualValue -M 2 -U -B"
PART,hayes-roth,1,2,21,0.748260,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=7;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=8;","-J -M 7 -R -Q 1 -N 8"
PART,hayes-roth,1,2,22,0.768376,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=9;PART_pruning=confidenceFactor;PART_binarySplits=false;PART_confidenceFactorValue=0.25;PART_numFolds=null;","-M 9 -C 0.25"
PART,hayes-roth,1,2,23,0.806909,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=7;PART_pruning=confidenceFactor;PART_binarySplits=false;PART_confidenceFactorValue=0.05;PART_numFolds=null;","-J -doNotMakeSplitPointActualValue -M 7 -C 0.05"
PART,hayes-roth,1,2,24,0.934921,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=3;PART_pruning=unpruned;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=null;","-M 3 -U"
PART,hayes-roth,1,2,25,0.896958,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=4;PART_pruning=confidenceFactor;PART_binarySplits=true;PART_confidenceFactorValue=0.05;PART_numFolds=null;","-M 4 -C 0.05 -B"
PART,hayes-roth,1,3,1,0.791280,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=7;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=5;","-doNotMakeSplitPointActualValue -M 7 -R -Q 1 -N 5"
PART,hayes-roth,1,3,2,0.945767,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=3;PART_pruning=unpruned;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=null;","-M 3 -U -B"
PART,hayes-roth,1,3,3,0.819221,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=9;PART_pruning=unpruned;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=null;","-doNotMakeSplitPointActualValue -M 9 -U"
PART,hayes-roth,1,3,4,0.819221,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=8;PART_pruning=unpruned;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=null;","-J -doNotMakeSplitPointActualValue -M 8 -U"
PART,hayes-roth,1,3,5,0.835094,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=7;PART_pruning=unpruned;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=null;","-J -M 7 -U -B"
PART,hayes-roth,1,3,6,0.878175,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=5;PART_pruning=unpruned;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=null;","-M 5 -U"
PART,hayes-roth,1,3,7,0.945767,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=4;PART_pruning=confidenceFactor;PART_binarySplits=false;PART_confidenceFactorValue=0.05;PART_numFolds=null;","-J -doNotMakeSplitPointActualValue -M 4 -C 0.05"
PART,hayes-roth,1,3,8,0.828460,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=6;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=7;","-J -doNotMakeSplitPointActualValue -M 6 -R -Q 1 -N 7"
PART,hayes-roth,1,3,9,0.819221,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=8;PART_pruning=unpruned;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=null;","-doNotMakeSplitPointActualValue -M 8 -U"
PART,hayes-roth,1,3,10,0.650773,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=7;PART_pruning=reducedErrorPruning;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=2;","-J -M 7 -R -Q 1 -B -N 2"
PART,hayes-roth,1,3,11,0.729162,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=6;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=6;","-J -M 6 -R -Q 1 -N 6"
PART,hayes-roth,1,3,12,0.714805,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=4;PART_pruning=reducedErrorPruning;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=4;","-J -M 4 -R -Q 1 -B -N 4"
PART,hayes-roth,1,3,13,0.754742,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=5;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=7;","-M 5 -R -Q 1 -N 7"
PART,hayes-roth,1,3,14,0.655495,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=9;PART_pruning=confidenceFactor;PART_binarySplits=false;PART_confidenceFactorValue=0.05;PART_numFolds=null;","-doNotMakeSplitPointActualValue -M 9 -C 0.05"
PART,hayes-roth,1,3,15,0.711986,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=5;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=8;","-M 5 -R -Q 1 -N 8"
PART,hayes-roth,1,3,16,0.951190,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=5;PART_pruning=unpruned;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=null;","-J -M 5 -U -B"
PART,hayes-roth,1,3,17,0.664062,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=4;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=3;","-J -doNotMakeSplitPointActualValue -M 4 -R -Q 1 -N 3"
PART,hayes-roth,1,3,18,0.878175,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=6;PART_pruning=unpruned;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=null;","-doNotMakeSplitPointActualValue -M 6 -U"
PART,hayes-roth,1,3,19,0.951190,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=4;PART_pruning=unpruned;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=null;","-J -M 4 -U -B"
PART,hayes-roth,1,3,20,0.945767,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=2;PART_pruning=unpruned;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=null;","-doNotMakeSplitPointActualValue -M 2 -U -B"
PART,hayes-roth,1,3,21,0.697711,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=7;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=8;","-J -M 7 -R -Q 1 -N 8"
PART,hayes-roth,1,3,22,0.752106,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=9;PART_pruning=confidenceFactor;PART_binarySplits=false;PART_confidenceFactorValue=0.25;PART_numFolds=null;","-M 9 -C 0.25"
PART,hayes-roth,1,3,23,0.655495,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=7;PART_pruning=confidenceFactor;PART_binarySplits=false;PART_confidenceFactorValue=0.05;PART_numFolds=null;","-J -doNotMakeSplitPointActualValue -M 7 -C 0.05"
PART,hayes-roth,1,3,24,0.945767,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=3;PART_pruning=unpruned;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=null;","-M 3 -U"
PART,hayes-roth,1,3,25,0.791412,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=4;PART_pruning=confidenceFactor;PART_binarySplits=true;PART_confidenceFactorValue=0.05;PART_numFolds=null;","-M 4 -C 0.05 -B"
PART,hayes-roth,1,4,1,0.722548,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=7;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=5;","-doNotMakeSplitPointActualValue -M 7 -R -Q 1 -N 5"
PART,hayes-roth,1,4,2,0.872354,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=3;PART_pruning=unpruned;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=null;","-M 3 -U -B"
PART,hayes-roth,1,4,3,0.886233,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=9;PART_pruning=unpruned;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=null;","-doNotMakeSplitPointActualValue -M 9 -U"
PART,hayes-roth,1,4,4,0.977208,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=8;PART_pruning=unpruned;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=null;","-J -doNotMakeSplitPointActualValue -M 8 -U"
PART,hayes-roth,1,4,5,0.928002,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=7;PART_pruning=unpruned;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=null;","-J -M 7 -U -B"
PART,hayes-roth,1,4,6,0.907804,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=5;PART_pruning=unpruned;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=null;","-M 5 -U"
PART,hayes-roth,1,4,7,0.804508,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=4;PART_pruning=confidenceFactor;PART_binarySplits=false;PART_confidenceFactorValue=0.05;PART_numFolds=null;","-J -doNotMakeSplitPointActualValue -M 4 -C 0.05"
PART,hayes-roth,1,4,8,0.767145,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=6;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=7;","-J -doNotMakeSplitPointActualValue -M 6 -R -Q 1 -N 7"
PART,hayes-roth,1,4,9,0.977208,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=8;PART_pruning=unpruned;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=null;","-doNotMakeSplitPointActualValue -M 8 -U"
PART,hayes-roth,1,4,10,0.802849,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=7;PART_pruning=reducedErrorPruning;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=2;","-J -M 7 -R -Q 1 -B -N 2"
PART,hayes-roth,1,4,11,0.817481,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=6;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=6;","-J -M 6 -R -Q 1 -N 6"
PART,hayes-roth,1,4,12,0.858995,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=4;PART_pruning=reducedErrorPruning;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=4;","-J -M 4 -R -Q 1 -B -N 4"
PART,hayes-roth,1,4,13,0.814510,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=5;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=7;","-M 5 -R -Q 1 -N 7"
PART,hayes-roth,1,4,14,0.912271,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=9;PART_pruning=confidenceFactor;PART_binarySplits=false;PART_confidenceFactorValue=0.05;PART_numFolds=null;","-doNotMakeSplitPointActualValue -M 9 -C 0.05"
PART,hayes-roth,1,4,15,0.891534,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=5;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=8;","-M 5 -R -Q 1 -N 8"
PART,hayes-roth,1,4,16,0.934921,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=5;PART_pruning=unpruned;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=null;","-J -M 5 -U -B"
PART,hayes-roth,1,4,17,0.864418,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=4;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=3;","-J -doNotMakeSplitPointActualValue -M 4 -R -Q 1 -N 3"
PART,hayes-roth,1,4,18,0.924074,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=6;PART_pruning=unpruned;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=null;","-doNotMakeSplitPointActualValue -M 6 -U"
PART,hayes-roth,1,4,19,0.902381,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=4;PART_pruning=unpruned;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=null;","-J -M 4 -U -B"
PART,hayes-roth,1,4,20,0.918651,0,"PART_useMDLcorrection=true;PART_doNotMakeSplitPointActualValue=true;PART_minNumObj=2;PART_pruning=unpruned;PART_binarySplits=true;PART_confidenceFactorValue=null;PART_numFolds=null;","-doNotMakeSplitPointActualValue -M 2 -U -B"
PART,hayes-roth,1,4,21,0.775427,0,"PART_useMDLcorrection=false;PART_doNotMakeSplitPointActualValue=false;PART_minNumObj=7;PART_pruning=reducedErrorPruning;PART_binarySplits=false;PART_confidenceFactorValue=null;PART_numFolds=8;","-J -M 7 -R -Q 1 -N 8"
