classifier,dataset_name,n_sample,n_fold,n_draw,unweighted_area_under_roc,elapsed time (seconds),characteristics,options
DecisionTable,tae,1,2,1,0.500000,0,"DecisionTable_evaluationMeasure=acc;DecisionTable_useIBk=true;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=1;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E acc -I -S weka.attributeSelection.GreedyStepwise -X 1"
DecisionTable,tae,1,2,2,0.500000,0,"DecisionTable_evaluationMeasure=acc;DecisionTable_useIBk=true;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=9;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E acc -I -S weka.attributeSelection.GreedyStepwise -X 9"
DecisionTable,tae,1,2,3,0.500000,0,"DecisionTable_evaluationMeasure=mae;DecisionTable_useIBk=true;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=4;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E mae -I -S weka.attributeSelection.GreedyStepwise -X 4"
DecisionTable,tae,1,2,4,0.500000,0,"DecisionTable_evaluationMeasure=auc;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=1;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E auc -S weka.attributeSelection.GreedyStepwise -X 1"
DecisionTable,tae,1,2,5,0.500000,0,"DecisionTable_evaluationMeasure=acc;DecisionTable_useIBk=true;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=1;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E acc -I -S weka.attributeSelection.GreedyStepwise -X 1"
DecisionTable,tae,1,2,6,0.500000,0,"DecisionTable_evaluationMeasure=auc;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=10;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E auc -S weka.attributeSelection.GreedyStepwise -X 10"
DecisionTable,tae,1,2,7,0.500000,0,"DecisionTable_evaluationMeasure=mae;DecisionTable_useIBk=true;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=10;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E mae -I -S weka.attributeSelection.GreedyStepwise -X 10"
DecisionTable,tae,1,2,8,0.500000,0,"DecisionTable_evaluationMeasure=auc;DecisionTable_useIBk=true;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=4;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E auc -I -S weka.attributeSelection.GreedyStepwise -X 4"
DecisionTable,tae,1,2,9,0.500000,0,"DecisionTable_evaluationMeasure=acc;DecisionTable_useIBk=true;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=4;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E acc -I -S weka.attributeSelection.GreedyStepwise -X 4"
DecisionTable,tae,1,2,10,0.500000,0,"DecisionTable_evaluationMeasure=mae;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=5;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E mae -S weka.attributeSelection.GreedyStepwise -X 5"
DecisionTable,tae,1,2,11,0.500000,0,"DecisionTable_evaluationMeasure=mae;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=2;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E mae -S weka.attributeSelection.GreedyStepwise -X 2"
DecisionTable,tae,1,2,12,0.500000,0,"DecisionTable_evaluationMeasure=rmse;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=6;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E rmse -S weka.attributeSelection.GreedyStepwise -X 6"
DecisionTable,tae,1,2,13,0.500000,0,"DecisionTable_evaluationMeasure=mae;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=6;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E mae -S weka.attributeSelection.GreedyStepwise -X 6"
DecisionTable,tae,1,2,14,0.500000,0,"DecisionTable_evaluationMeasure=acc;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=10;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E acc -S weka.attributeSelection.GreedyStepwise -X 10"
DecisionTable,tae,1,2,15,0.500000,0,"DecisionTable_evaluationMeasure=acc;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=7;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E acc -S weka.attributeSelection.GreedyStepwise -X 7"
DecisionTable,tae,1,2,16,0.500000,0,"DecisionTable_evaluationMeasure=rmse;DecisionTable_useIBk=true;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=8;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E rmse -I -S weka.attributeSelection.GreedyStepwise -X 8"
DecisionTable,tae,1,2,17,0.500000,0,"DecisionTable_evaluationMeasure=mae;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=3;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E mae -S weka.attributeSelection.GreedyStepwise -X 3"
DecisionTable,tae,1,2,18,0.500000,0,"DecisionTable_evaluationMeasure=acc;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=5;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E acc -S weka.attributeSelection.GreedyStepwise -X 5"
DecisionTable,tae,1,2,19,0.500000,0,"DecisionTable_evaluationMeasure=auc;DecisionTable_useIBk=true;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=2;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E auc -I -S weka.attributeSelection.GreedyStepwise -X 2"
DecisionTable,tae,1,2,20,0.500000,0,"DecisionTable_evaluationMeasure=auc;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=9;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E auc -S weka.attributeSelection.GreedyStepwise -X 9"
DecisionTable,tae,1,2,21,0.500000,0,"DecisionTable_evaluationMeasure=auc;DecisionTable_useIBk=true;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=9;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E auc -I -S weka.attributeSelection.GreedyStepwise -X 9"
DecisionTable,tae,1,2,22,0.500000,0,"DecisionTable_evaluationMeasure=mae;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=5;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E mae -S weka.attributeSelection.GreedyStepwise -X 5"
DecisionTable,tae,1,2,23,0.500000,0,"DecisionTable_evaluationMeasure=acc;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=7;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E acc -S weka.attributeSelection.GreedyStepwise -X 7"
DecisionTable,tae,1,2,24,0.500000,0,"DecisionTable_evaluationMeasure=auc;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=5;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E auc -S weka.attributeSelection.GreedyStepwise -X 5"
DecisionTable,tae,1,2,25,0.500000,0,"DecisionTable_evaluationMeasure=rmse;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=1;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E rmse -S weka.attributeSelection.GreedyStepwise -X 1"
DecisionTable,tae,1,3,1,0.533333,0,"DecisionTable_evaluationMeasure=acc;DecisionTable_useIBk=true;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=1;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E acc -I -S weka.attributeSelection.GreedyStepwise -X 1"
DecisionTable,tae,1,3,2,0.526667,0,"DecisionTable_evaluationMeasure=acc;DecisionTable_useIBk=true;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=9;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E acc -I -S weka.attributeSelection.GreedyStepwise -X 9"
DecisionTable,tae,1,3,3,0.533333,0,"DecisionTable_evaluationMeasure=mae;DecisionTable_useIBk=true;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=4;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E mae -I -S weka.attributeSelection.GreedyStepwise -X 4"
DecisionTable,tae,1,3,4,0.533333,0,"DecisionTable_evaluationMeasure=auc;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=1;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E auc -S weka.attributeSelection.GreedyStepwise -X 1"
DecisionTable,tae,1,3,5,0.533333,0,"DecisionTable_evaluationMeasure=acc;DecisionTable_useIBk=true;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=1;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E acc -I -S weka.attributeSelection.GreedyStepwise -X 1"
DecisionTable,tae,1,3,6,0.566667,0,"DecisionTable_evaluationMeasure=auc;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=10;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E auc -S weka.attributeSelection.GreedyStepwise -X 10"
DecisionTable,tae,1,3,7,0.570000,0,"DecisionTable_evaluationMeasure=mae;DecisionTable_useIBk=true;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=10;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E mae -I -S weka.attributeSelection.GreedyStepwise -X 10"
DecisionTable,tae,1,3,8,0.533333,0,"DecisionTable_evaluationMeasure=auc;DecisionTable_useIBk=true;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=4;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E auc -I -S weka.attributeSelection.GreedyStepwise -X 4"
DecisionTable,tae,1,3,9,0.533333,0,"DecisionTable_evaluationMeasure=acc;DecisionTable_useIBk=true;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=4;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E acc -I -S weka.attributeSelection.GreedyStepwise -X 4"
DecisionTable,tae,1,3,10,0.566667,0,"DecisionTable_evaluationMeasure=mae;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=5;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E mae -S weka.attributeSelection.GreedyStepwise -X 5"
DecisionTable,tae,1,3,11,0.543333,0,"DecisionTable_evaluationMeasure=mae;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=2;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E mae -S weka.attributeSelection.GreedyStepwise -X 2"
DecisionTable,tae,1,3,12,0.500000,0,"DecisionTable_evaluationMeasure=rmse;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=6;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E rmse -S weka.attributeSelection.GreedyStepwise -X 6"
DecisionTable,tae,1,3,13,0.533333,0,"DecisionTable_evaluationMeasure=mae;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=6;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E mae -S weka.attributeSelection.GreedyStepwise -X 6"
DecisionTable,tae,1,3,14,0.566667,0,"DecisionTable_evaluationMeasure=acc;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=10;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E acc -S weka.attributeSelection.GreedyStepwise -X 10"
DecisionTable,tae,1,3,15,0.566667,0,"DecisionTable_evaluationMeasure=acc;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=7;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E acc -S weka.attributeSelection.GreedyStepwise -X 7"
DecisionTable,tae,1,3,16,0.566667,0,"DecisionTable_evaluationMeasure=rmse;DecisionTable_useIBk=true;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=8;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E rmse -I -S weka.attributeSelection.GreedyStepwise -X 8"
DecisionTable,tae,1,3,17,0.533333,0,"DecisionTable_evaluationMeasure=mae;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=3;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E mae -S weka.attributeSelection.GreedyStepwise -X 3"
DecisionTable,tae,1,3,18,0.566667,0,"DecisionTable_evaluationMeasure=acc;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=5;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E acc -S weka.attributeSelection.GreedyStepwise -X 5"
DecisionTable,tae,1,3,19,0.543333,0,"DecisionTable_evaluationMeasure=auc;DecisionTable_useIBk=true;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=2;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E auc -I -S weka.attributeSelection.GreedyStepwise -X 2"
DecisionTable,tae,1,3,20,0.533333,0,"DecisionTable_evaluationMeasure=auc;DecisionTable_useIBk=false;DecisionTable_search=weka.attributeSelection.GreedyStepwise;DecisionTable_crossVal=9;BestFirst_searchTermination=null;BestFirst_direction=null;GreedyStepwise_searchBackwards=false;GreedyStepwise_conservativeForwardSelection=false;","-E auc -S weka.attributeSelection.GreedyStepwise -X 9"
