gen,nevals,min,median,max,currentGenBestValFitness,lap time (seconds),discarded individuals (including burn-in),GM connections,GM mean heuristic,sampling order
0,5000,0.00000000,0.00000000,0.00000000,0.97910429,35814,0100,0035,0.00000000,"PART,PART_binarySplits,SimpleCart,PART_doNotMakeSplitPointActualValue,DecisionTable,J48,J48_collapseTree,JRip,SimpleCart_minNumObj,DecisionTable_crossVal,Aggregator,DecisionTable_evaluationMeasure,SimpleCart_usePrune,PART_useMDLcorrection,DecisionTable_useIBk,PART_minNumObj,SimpleCart_heuristic,PART_pruning,J48_useMDLcorrection,J48_minNumObj,J48_doNotMakeSplitPointActualValue,J48_useLaplace,PART_confidenceFactorValue,J48_binarySplits,PART_numFolds,DecisionTable_search,J48_pruning,BestFirst_direction,JRip_usePruning,JRip_optimizations,J48_subtreeRaising,JRip_minNo,JRip_checkErrorRate,SimpleCart_useOneSE,SimpleCart_numFoldsPruning,BestFirst_searchTermination,GreedyStepwise_searchBackwards,J48_numFolds,GreedyStepwise_conservativeForwardSelection,J48_confidenceFactorValue,JRip_folds"
