,avgCost,avgCost,getClassPriors,getClassPriors,confusionMatrix,confusionMatrix,correct,correct,errorRate,errorRate,incorrect,incorrect,kappa,kappa,KBInformation,KBInformation,KBMeanInformation,KBMeanInformation,KBRelativeInformation,KBRelativeInformation,meanAbsoluteError,meanAbsoluteError,meanPriorAbsoluteError,meanPriorAbsoluteError,numInstances,numInstances,pctCorrect,pctCorrect,pctIncorrect,pctIncorrect,pctUnclassified,pctUnclassified,relativeAbsoluteError,relativeAbsoluteError,rootMeanPriorSquaredError,rootMeanPriorSquaredError,rootMeanSquaredError,rootMeanSquaredError,rootRelativeSquaredError,rootRelativeSquaredError,SFEntropyGain,SFEntropyGain,SFMeanEntropyGain,SFMeanEntropyGain,SFMeanPriorEntropy,SFMeanPriorEntropy,SFMeanSchemeEntropy,SFMeanSchemeEntropy,SFPriorEntropy,SFPriorEntropy,sizeOfPredictedRegions,sizeOfPredictedRegions,totalCost,totalCost,unclassified,unclassified,weightedAreaUnderPRC,weightedAreaUnderPRC,weightedAreaUnderROC,weightedAreaUnderROC,weightedFMeasure,weightedFMeasure,weightedFalseNegativeRate,weightedFalseNegativeRate,weightedFalsePositiveRate,weightedFalsePositiveRate,weightedMatthewsCorrelation,weightedMatthewsCorrelation,weightedPrecision,weightedPrecision,weightedRecall,weightedRecall,weightedTrueNegativeRate,weightedTrueNegativeRate,weightedTruePositiveRate,weightedTruePositiveRate,unweightedMacroFmeasure,unweightedMacroFmeasure,unweightedMicroFmeasure,unweightedMicroFmeasure,unweightedAreaUnderRoc,unweightedAreaUnderRoc
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
someClassifier-Individual-sample-01,0.0,,"np.array([2925.0,2377.0], dtype=np.float64)",,"np.array([[2740.0,184.0],[394.0,1982.0]], dtype=np.float64)",,4722.0,,0.1090566037735849,,578.0,,0.7776885648582762,,3313.454288262712,,0.625180054389191,,63.00475282610252,,0.20074581574446115,,0.4946566265488954,,5300.0,,89.09433962264151,,10.90566037735849,,0.0,,40.5828619228288,,0.49732012373428275,,0.29049103519855074,,58.41127702963405,,3028.535995306461,,0.5714218859068794,,0.9922744338268118,,0.4208525479199324,,5259.054499282102,,92.87735849056604,,0.0,,0.0,,0.9491574591853558,,0.9515000092120475,,0.8903124910796211,,0.1090566037735849,,0.11969580863135829,,0.7802378216298794,,0.8925587604932936,,0.890943396226415,,0.8803041913686416,,0.890943396226415,,0.8886661290775113,,0.890943396226415,,0.9515000092120475
someClassifier-PART-sample-01,0.0,,"np.array([2925.0,2377.0], dtype=np.float64)",,"np.array([[2648.0,276.0],[386.0,1990.0]], dtype=np.float64)",,4638.0,,0.1249056603773585,,662.0,,0.7463889006147499,,3607.6138856449948,,0.6806818652160368,,68.59814603817966,,0.16195707367739398,,0.4946566265488954,,5300.0,,87.50943396226415,,12.49056603773585,,0.0,,32.741312859251664,,0.49732012373428275,,0.30594508817868904,,61.51874287358517,,-69832.62796663305,,-13.175967540874161,,0.9922744338268118,,14.168241974700974,,5259.054499282102,,67.00943396226415,,0.0,,0.0,,0.9125126311855006,,0.9300010334765807,,0.874767454568939,,0.1249056603773585,,0.131943496950595,,0.7470525214057637,,0.8752069185247782,,0.8750943396226415,,0.868056503049405,,0.8750943396226415,,0.873138972665039,,0.8750943396226415,,0.9300010334765807
someClassifier-Individual,0.0,0.0,,,,,4722.0,0.0,0.1090566037735849,0.0,578.0,0.0,0.7776885648582762,0.0,3313.454288262712,0.0,0.625180054389191,0.0,63.00475282610252,0.0,0.20074581574446115,0.0,0.4946566265488954,0.0,5300.0,0.0,89.09433962264151,0.0,10.90566037735849,0.0,0.0,0.0,40.5828619228288,0.0,0.49732012373428275,0.0,0.29049103519855074,0.0,58.41127702963405,0.0,3028.535995306461,0.0,0.5714218859068794,0.0,0.9922744338268118,0.0,0.4208525479199324,0.0,5259.054499282102,0.0,92.87735849056604,0.0,0.0,0.0,0.0,0.0,0.9491574591853558,0.0,0.9515000092120475,0.0,0.8903124910796211,0.0,0.1090566037735849,0.0,0.11969580863135829,0.0,0.7802378216298794,0.0,0.8925587604932936,0.0,0.890943396226415,0.0,0.8803041913686416,0.0,0.890943396226415,0.0,0.8886661290775113,0.0,0.890943396226415,0.0,0.9515000092120475,0.0
someClassifier-PART,0.0,0.0,,,,,4638.0,0.0,0.1249056603773585,0.0,662.0,0.0,0.7463889006147499,0.0,3607.6138856449948,0.0,0.6806818652160368,0.0,68.59814603817966,0.0,0.16195707367739398,0.0,0.4946566265488954,0.0,5300.0,0.0,87.50943396226415,0.0,12.49056603773585,0.0,0.0,0.0,32.741312859251664,0.0,0.49732012373428275,0.0,0.30594508817868904,0.0,61.51874287358517,0.0,-69832.62796663305,0.0,-13.175967540874161,0.0,0.9922744338268118,0.0,14.168241974700974,0.0,5259.054499282102,0.0,67.00943396226415,0.0,0.0,0.0,0.0,0.0,0.9125126311855006,0.0,0.9300010334765807,0.0,0.874767454568939,0.0,0.1249056603773585,0.0,0.131943496950595,0.0,0.7470525214057637,0.0,0.8752069185247782,0.0,0.8750943396226415,0.0,0.868056503049405,0.0,0.8750943396226415,0.0,0.873138972665039,0.0,0.8750943396226415,0.0,0.9300010334765807,0.0
