,avgCost,avgCost,getClassPriors,getClassPriors,confusionMatrix,confusionMatrix,correct,correct,errorRate,errorRate,incorrect,incorrect,kappa,kappa,KBInformation,KBInformation,KBMeanInformation,KBMeanInformation,KBRelativeInformation,KBRelativeInformation,meanAbsoluteError,meanAbsoluteError,meanPriorAbsoluteError,meanPriorAbsoluteError,numInstances,numInstances,pctCorrect,pctCorrect,pctIncorrect,pctIncorrect,pctUnclassified,pctUnclassified,relativeAbsoluteError,relativeAbsoluteError,rootMeanPriorSquaredError,rootMeanPriorSquaredError,rootMeanSquaredError,rootMeanSquaredError,rootRelativeSquaredError,rootRelativeSquaredError,SFEntropyGain,SFEntropyGain,SFMeanEntropyGain,SFMeanEntropyGain,SFMeanPriorEntropy,SFMeanPriorEntropy,SFMeanSchemeEntropy,SFMeanSchemeEntropy,SFPriorEntropy,SFPriorEntropy,sizeOfPredictedRegions,sizeOfPredictedRegions,totalCost,totalCost,unclassified,unclassified,weightedAreaUnderPRC,weightedAreaUnderPRC,weightedAreaUnderROC,weightedAreaUnderROC,weightedFMeasure,weightedFMeasure,weightedFalseNegativeRate,weightedFalseNegativeRate,weightedFalsePositiveRate,weightedFalsePositiveRate,weightedMatthewsCorrelation,weightedMatthewsCorrelation,weightedPrecision,weightedPrecision,weightedRecall,weightedRecall,weightedTrueNegativeRate,weightedTrueNegativeRate,weightedTruePositiveRate,weightedTruePositiveRate,unweightedMacroFmeasure,unweightedMacroFmeasure,unweightedMicroFmeasure,unweightedMicroFmeasure,unweightedAreaUnderRoc,unweightedAreaUnderRoc
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
someClassifier-Individual-sample-01,0.0,,"np.array([3819.0,1587.0], dtype=np.float64)",,"np.array([[3539.0,279.0],[398.0,1188.0]], dtype=np.float64)",,4727.0,,0.12527757216876387,,677.0,,0.6911371194540724,,2388.2712223819417,,0.4419450818619433,,50.61315294437317,,0.21347306046054967,,0.4147357447231529,,5404.0,,87.47224278312362,,12.527757216876388,,0.0,,51.472067015359045,,0.4553593089081177,,0.3069090480858688,,67.39931348318979,,2291.169530253256,,0.4239765970120755,,0.8731822780289284,,0.44920568101685293,,4718.67703046833,,86.8338267949667,,0.0,,0.0,,0.9316407556721438,,0.9323099184390393,,0.8732420781571848,,0.12527757216876387,,0.19874311169614367,,0.6921579263427914,,0.8727605607363903,,0.8747224278312361,,0.8012568883038564,,0.8747224278312361,,0.8454761918338032,,0.8747224278312361,,0.9323099184390393
someClassifier-SimpleCart-sample-01,0.0,,"np.array([3819.0,1587.0], dtype=np.float64)",,"np.array([[3469.0,349.0],[404.0,1182.0]], dtype=np.float64)",,4651.0,,0.13934122871946705,,753.0,,0.660557747388708,,2663.476880994769,,0.49287136954011274,,56.445416030739,,0.1801635898796884,,0.4147357447231529,,5404.0,,86.06587712805329,,13.934122871946705,,0.0,,43.440574431305016,,0.4553593089081177,,0.33774655409668686,,74.17143945218812,,-153232.4020837731,,-28.35536678086105,,0.8731822780289284,,29.22854905888998,,4718.67703046833,,72.43708364174685,,0.0,,0.0,,0.8693372027871228,,0.877448827053375,,0.8599276509236359,,0.13934122871946705,,0.20679676367997885,,0.6607608653374785,,0.8594003696351373,,0.8606587712805329,,0.7932032363200211,,0.8606587712805329,,0.8302574575310141,,0.8606587712805329,,0.877448827053375
someClassifier-J48-sample-01,0.0,,"np.array([3819.0,1587.0], dtype=np.float64)",,"np.array([[3448.0,370.0],[390.0,1196.0]], dtype=np.float64)",,4644.0,,0.14063656550703182,,760.0,,0.6596203432173694,,2612.730783099176,,0.48348089990732346,,55.36998540541907,,0.18411881111507003,,0.4147357447231529,,5404.0,,85.93634344929681,,14.063656550703183,,0.0,,44.394247049521674,,0.4553593089081177,,0.33220190654708054,,72.95379715496541,,-80386.76772637383,,-14.875419638485164,,0.8731822780289284,,15.748601916514094,,4718.67703046833,,74.06550703182828,,0.0,,0.0,,0.8878283202486598,,0.8943504155335087,,0.8591009470693474,,0.14063656550703182,,0.20217445047421317,,0.659646806893889,,0.8588650802042496,,0.8593634344929681,,0.7978255495257868,,0.8593634344929681,,0.8298073505932775,,0.8593634344929681,,0.8943504155335086
someClassifier-J48,0.0,0.0,,,,,4644.0,0.0,0.14063656550703182,0.0,760.0,0.0,0.6596203432173694,0.0,2612.730783099176,0.0,0.48348089990732346,0.0,55.36998540541907,0.0,0.18411881111507003,0.0,0.4147357447231529,0.0,5404.0,0.0,85.93634344929681,0.0,14.063656550703183,0.0,0.0,0.0,44.394247049521674,0.0,0.4553593089081177,0.0,0.33220190654708054,0.0,72.95379715496541,0.0,-80386.76772637383,0.0,-14.875419638485164,0.0,0.8731822780289284,0.0,15.748601916514094,0.0,4718.67703046833,0.0,74.06550703182828,0.0,0.0,0.0,0.0,0.0,0.8878283202486598,0.0,0.8943504155335087,0.0,0.8591009470693474,0.0,0.14063656550703182,0.0,0.20217445047421317,0.0,0.659646806893889,0.0,0.8588650802042496,0.0,0.8593634344929681,0.0,0.7978255495257868,0.0,0.8593634344929681,0.0,0.8298073505932775,0.0,0.8593634344929681,0.0,0.8943504155335086,0.0
someClassifier-SimpleCart,0.0,0.0,,,,,4651.0,0.0,0.13934122871946705,0.0,753.0,0.0,0.660557747388708,0.0,2663.476880994769,0.0,0.49287136954011274,0.0,56.445416030739,0.0,0.1801635898796884,0.0,0.4147357447231529,0.0,5404.0,0.0,86.06587712805329,0.0,13.934122871946705,0.0,0.0,0.0,43.440574431305016,0.0,0.4553593089081177,0.0,0.33774655409668686,0.0,74.17143945218812,0.0,-153232.4020837731,0.0,-28.35536678086105,0.0,0.8731822780289284,0.0,29.22854905888998,0.0,4718.67703046833,0.0,72.43708364174685,0.0,0.0,0.0,0.0,0.0,0.8693372027871228,0.0,0.877448827053375,0.0,0.8599276509236359,0.0,0.13934122871946705,0.0,0.20679676367997885,0.0,0.6607608653374785,0.0,0.8594003696351373,0.0,0.8606587712805329,0.0,0.7932032363200211,0.0,0.8606587712805329,0.0,0.8302574575310141,0.0,0.8606587712805329,0.0,0.877448827053375,0.0
someClassifier-Individual,0.0,0.0,,,,,4727.0,0.0,0.12527757216876387,0.0,677.0,0.0,0.6911371194540724,0.0,2388.2712223819417,0.0,0.4419450818619433,0.0,50.61315294437317,0.0,0.21347306046054967,0.0,0.4147357447231529,0.0,5404.0,0.0,87.47224278312362,0.0,12.527757216876388,0.0,0.0,0.0,51.472067015359045,0.0,0.4553593089081177,0.0,0.3069090480858688,0.0,67.39931348318979,0.0,2291.169530253256,0.0,0.4239765970120755,0.0,0.8731822780289284,0.0,0.44920568101685293,0.0,4718.67703046833,0.0,86.8338267949667,0.0,0.0,0.0,0.0,0.0,0.9316407556721438,0.0,0.9323099184390393,0.0,0.8732420781571848,0.0,0.12527757216876387,0.0,0.19874311169614367,0.0,0.6921579263427914,0.0,0.8727605607363903,0.0,0.8747224278312361,0.0,0.8012568883038564,0.0,0.8747224278312361,0.0,0.8454761918338032,0.0,0.8747224278312361,0.0,0.9323099184390393,0.0
